
---------- Begin Simulation Statistics ----------
simSeconds                                   0.165385                       # Number of seconds simulated (Second)
simTicks                                 165385389718                       # Number of ticks simulated (Tick)
finalTick                                165385389718                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2006.28                       # Real time elapsed on the host (Second)
hostTickRate                                 82433671                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786172                       # Number of bytes of host memory used (Byte)
simInsts                                     67408805                       # Number of instructions simulated (Count)
simOps                                      116912226                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33599                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      58273                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        314420894                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.664389                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.214390                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263930481                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      165                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      206363021                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  96726                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            147018412                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293255933                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           314361204                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.656452                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.151626                       # Number of insts issued each cycle (Count)
system.ruby.network.routers0.throttle03.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers0.throttle03.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers0.throttle03.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers0.throttle03.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers0.throttle04.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links03 (Count)
system.ruby.network.routers0.throttle04.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers0.throttle04.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers0.throttle04.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers0.throttle04.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers0.throttle04.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers0.throttle04.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers0.throttle04.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers0.throttle04.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers0.throttle04.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers0.throttle04.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers0.throttle05.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links04 (Count)
system.ruby.network.routers0.throttle05.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers0.throttle05.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers0.throttle05.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers0.throttle05.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers0.throttle05.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers0.throttle05.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers0.throttle05.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers0.throttle05.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers0.throttle05.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers0.throttle05.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers1.percent_links_utilized     0.318359                       # Percent utilization of all links (out of 100) (Ratio)
system.ruby.network.routers1.msg_count.Control::0          548                       # Total messages through switch (Count)
system.ruby.network.routers1.msg_count.Control::1            7                       # Total messages through switch (Count)
system.ruby.network.routers1.msg_count.Control::2          608                       # Total messages through switch (Count)
system.ruby.network.routers1.msg_bytes.Control::0         4384                       # Total bytes through switch (Byte)
system.ruby.network.routers1.msg_bytes.Control::1           56                       # Total bytes through switch (Byte)
system.ruby.network.routers1.msg_bytes.Control::2         4864                       # Total bytes through switch (Byte)
system.ruby.network.routers1.msg_count.Data::3          986                       # Total messages through switch (Count)
system.ruby.network.routers1.msg_bytes.Data::3        39440                       # Total bytes through switch (Byte)
system.ruby.network.routers1.port_buffers1.m_msg_count            7                       # Number of messages passed the buffer (Count)
system.ruby.network.routers1.port_buffers1.m_buf_msgs     0.000044                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers1.port_buffers1.m_occupancy     0.000011                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers1.port_buffers10.m_msg_count          304                       # Number of messages passed the buffer (Count)
system.ruby.network.routers1.port_buffers10.m_buf_msgs     0.002483                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers1.port_buffers10.m_stall_time        46000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers1.port_buffers10.m_avg_stall_time   151.315789                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers1.port_buffers10.m_occupancy     0.000621                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers1.port_buffers11.m_not_avail_count            6                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers1.port_buffers11.m_msg_count          498                       # Number of messages passed the buffer (Count)
system.ruby.network.routers1.port_buffers11.m_buf_msgs     0.005969                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers1.port_buffers11.m_stall_time       227000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers1.port_buffers11.m_avg_stall_time   455.823293                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers1.port_buffers11.m_occupancy     0.001492                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers1.port_buffers2.m_msg_count          304                       # Number of messages passed the buffer (Count)
system.ruby.network.routers1.port_buffers2.m_buf_msgs     0.001906                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers1.port_buffers2.m_occupancy     0.000477                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers1.port_buffers3.m_msg_count          488                       # Number of messages passed the buffer (Count)
system.ruby.network.routers1.port_buffers3.m_buf_msgs     0.003060                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers1.port_buffers3.m_occupancy     0.000765                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers1.port_buffers8.m_msg_count          548                       # Number of messages passed the buffer (Count)
system.ruby.network.routers1.port_buffers8.m_buf_msgs     0.003793                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers1.port_buffers8.m_stall_time        28500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers1.port_buffers8.m_avg_stall_time    52.007299                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers1.port_buffers8.m_occupancy     0.000948                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers1.power_state.pwrStateResidencyTicks::UNDEFINED     79747912                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers1.throttle00.acc_link_utilization  1375.500000                       # Accumulated link utilization system.ruby.network.ext_links1 (Count)
system.ruby.network.routers1.throttle00.link_utilization     0.862439                       # Average link utilization (Ratio)
system.ruby.network.routers1.throttle00.total_msg_count          799                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers1.throttle00.total_msg_bytes        22008                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers1.throttle00.total_data_msg_bytes        15616                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers1.throttle00.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers1.throttle00.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers1.throttle00.total_bw_sat_cy          976                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers1.throttle00.avg_msg_wait_time            0                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers1.throttle00.avg_bandwidth         0.26                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers1.throttle00.avg_useful_bandwidth         0.18                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers1.throttle00.msg_count.Control::1            7                       (Unspecified)
system.ruby.network.routers1.throttle00.msg_count.Control::2          304                       (Unspecified)
system.ruby.network.routers1.throttle00.msg_bytes.Control::1           56                       (Unspecified)
system.ruby.network.routers1.throttle00.msg_bytes.Control::2         2432                       (Unspecified)
system.ruby.network.routers1.throttle00.msg_count.Data::3          488                       (Unspecified)
system.ruby.network.routers1.throttle00.msg_bytes.Data::3        19520                       (Unspecified)
