
---------- Begin Simulation Statistics ----------
simSeconds                                   0.166511                       # Number of seconds simulated (Second)
simTicks                                 166511323752                       # Number of ticks simulated (Tick)
finalTick                                166511323752                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2021.21                       # Real time elapsed on the host (Second)
hostTickRate                                 82382070                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786984                       # Number of bytes of host memory used (Byte)
simInsts                                     67408771                       # Number of instructions simulated (Count)
simOps                                      116912147                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33351                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57843                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        316561453                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.696146                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.212941                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263772058                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      164                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      206142865                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  96349                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            146860067                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293395156                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           316499582                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.651321                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.149110                       # Number of insts issued each cycle (Count)
system.ruby.Cache_Controller.UD.SnpShared::total            7                       (Unspecified)
system.ruby.Cache_Controller.RU.AllocRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |        1347    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.RU.AllocRequest::total         1347                       (Unspecified)
system.ruby.Cache_Controller.RU.WriteEvictFull |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |        1347    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.RU.WriteEvictFull::total         1347                       (Unspecified)
system.ruby.Cache_Controller.UC_RSC.AllocRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |         545    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC_RSC.AllocRequest::total          545                       (Unspecified)
system.ruby.Cache_Controller.UC_RSC.AllocPfRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |         151    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC_RSC.AllocPfRequest::total          151                       (Unspecified)
system.ruby.Cache_Controller.UC_RSC.Prefetch |           0      0.00%      0.00% |           0      0.00%      0.00% |         165    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC_RSC.Prefetch::total          165                       (Unspecified)
system.ruby.Cache_Controller.UC_RSC.ReadShared |           0      0.00%      0.00% |           0      0.00%      0.00% |           2    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC_RSC.ReadShared::total            2                       (Unspecified)
system.ruby.Cache_Controller.UC_RSC.CleanUnique |           0      0.00%      0.00% |           0      0.00%      0.00% |          51    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC_RSC.CleanUnique::total           51                       (Unspecified)
system.ruby.Cache_Controller.UC_RSC.Evict |           0      0.00%      0.00% |           0      0.00%      0.00% |         492    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC_RSC.Evict::total          492                       (Unspecified)
system.ruby.Cache_Controller.UC_RU.AllocRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |           6    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC_RU.AllocRequest::total            6                       (Unspecified)
system.ruby.Cache_Controller.UC_RU.AllocPfRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |          83    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC_RU.AllocPfRequest::total           83                       (Unspecified)
system.ruby.Cache_Controller.UC_RU.Prefetch |           0      0.00%      0.00% |           0      0.00%      0.00% |          85    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC_RU.Prefetch::total           85                       (Unspecified)
system.ruby.Cache_Controller.UC_RU.ReadShared |           0      0.00%      0.00% |           0      0.00%      0.00% |           6    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC_RU.ReadShared::total            6                       (Unspecified)
system.ruby.Cache_Controller.UD_RU.ReadShared |           0      0.00%      0.00% |           0      0.00%      0.00% |           1    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UD_RU.ReadShared::total            1                       (Unspecified)
system.ruby.Cache_Controller.UD_RSD.AllocRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |           6    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UD_RSD.AllocRequest::total            6                       (Unspecified)
system.ruby.Cache_Controller.UD_RSD.AllocPfRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |           3    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UD_RSD.AllocPfRequest::total            3                       (Unspecified)
system.ruby.Cache_Controller.UD_RSD.Prefetch |           0      0.00%      0.00% |           0      0.00%      0.00% |           4    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UD_RSD.Prefetch::total            4                       (Unspecified)
system.ruby.Cache_Controller.UD_RSD.CleanUnique |           0      0.00%      0.00% |           0      0.00%      0.00% |           6    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UD_RSD.CleanUnique::total            6                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.AllocRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |          95    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.AllocRequest::total           95                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.AllocSeqRequest |           0      0.00%      0.00% |           2    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.AllocSeqRequest::total            2                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.AllocPfRequest |           0      0.00%      0.00% |           3     23.08%     23.08% |          10     76.92%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.AllocPfRequest::total           13                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.Load |           0      0.00%      0.00% |           2    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.Load::total            2                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.Prefetch |           0      0.00%      0.00% |           3     23.08%     23.08% |          10     76.92%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.Prefetch::total           13                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.ReadShared |           0      0.00%      0.00% |           0      0.00%      0.00% |          92    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.ReadShared::total           92                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.ReadUnique |           0      0.00%      0.00% |           0      0.00%      0.00% |           3    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.ReadUnique::total            3                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.CompAck |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |        1347    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.CompAck::total         1347                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.Comp_I |         250     50.81%     50.81% |         242     49.19%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.Comp_I::total          492                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.Comp_UC |           0      0.00%      0.00% |          57    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.Comp_UC::total           57                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.CompDBIDResp |           0      0.00%      0.00% |           0      0.00%      0.00% |        1349    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.CompDBIDResp::total         1349                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.CompData_UC |           0      0.00%      0.00% |          66      4.67%      4.67% |        1347     95.33%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.CompData_UC::total         1413                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.CompData_SC |         739     80.77%     80.77% |         176     19.23%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.CompData_SC::total          915                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.CompData_SD_PD |           7    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.CompData_SD_PD::total            7                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.CheckCacheFill |         250      5.51%      5.51% |         242      5.34%     10.85% |        1347     29.70%     40.55% |        2696     59.45%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.CheckCacheFill::total         4535                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.TagArrayWrite |         996      5.42%      5.42% |       13274     72.23%     77.65% |        1411      7.68%     85.33% |        2696     14.67%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.TagArrayWrite::total        18377                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.DataArrayRead |           0      0.00%      0.00% |           0      0.00%      0.00% |        1347    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.DataArrayRead::total         1347                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.DataArrayWrite |           0      0.00%      0.00% |       12790     99.50%     99.50% |          64      0.50%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.DataArrayWrite::total        12854                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.DataArrayWriteOnFill |         746     20.25%     20.25% |         242      6.57%     26.82% |        1347     36.56%     63.38% |        1349     36.62%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.DataArrayWriteOnFill::total         3684                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.FillPipe |         746      4.51%      4.51% |       13032     78.80%     83.31% |        1411      8.53%     91.84% |        1349      8.16%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.FillPipe::total        16538                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.Final |         746      4.17%      4.17% |       13032     72.87%     77.04% |        1411      7.89%     84.93% |        2696     15.07%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.Final::total        17885                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.AllocRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |           1    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.AllocRequest::total            1                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.AllocPfRequest |           0      0.00%      0.00% |           3     30.00%     30.00% |           7     70.00%    100.00% |           0      0.00%    100.00% (Unspecified)
